Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,EOQ,std_dev_demand,Lead times,Safety Stock,Total Order Quantity,Forecasted Demand
cosmetics,SKU85,76.96299442,83,25,7244.128523,Female,15,66,2,Carrier C,8.249168705,Supplier 5,Chennai,4,211,2,69.92934552,Fail,1.374429,Road,Route B,842.68683,35.35533905932738,0.0,18.0,0,35.35533905932738,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
haircare,SKU57,49.26320535,65,227,3752.20514,Unknown,5,51,1,Carrier B,9.160558535,Supplier 2,Delhi,21,588,25,67.77962299,Pending,2.51117483,Rail,Route A,482.1912386,106.53637876331258,0.0,18.0,0,106.53637876331258,"[227, 227, 227, 227, 227, 227, 227, 227, 227, 227, 227, 227]"
cosmetics,SKU7,42.95838438,59,426,7253.472648,Female,93,11,1,Carrier B,2.348338784,Supplier 4,Bangalore,22,564,1,99.4661086,Fail,0.398177187,Road,Route C,802.0563118,145.94519519326425,0.0,17.0,0,145.94519519326425,"[426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426]"
skincare,SKU56,20.98638604,90,93,5454.147849,Non-binary,25,83,5,Carrier C,1.774429714,Supplier 1,Mumbai,24,826,28,12.83628457,Pass,1.173755495,Air,Route B,832.2108087,68.19090848492928,0.0,23.0,0,68.19090848492928,"[93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93]"
haircare,SKU81,72.81920693,9,774,5141.191776,Unknown,48,8,5,Carrier B,4.066277502,Supplier 3,Delhi,28,698,1,19.78959294,Pending,2.547547122,Rail,Route B,276.7783359,196.72315572906,0.0,6.0,0,196.72315572906,"[774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774]"
haircare,SKU99,68.5178327,17,627,7914.629449,Unknown,55,59,6,Carrier B,1.311023756,Supplier 2,Chennai,29,921,2,38.07289852,Fail,0.346027291,Rail,Route B,210.743009,177.05931209625774,0.0,8.0,0,177.05931209625774,"[627, 627, 627, 627, 627, 627, 627, 627, 627, 627, 627, 627]"
skincare,SKU63,13.01737679,55,246,4955.009149,Non-binary,54,10,4,Carrier A,2.457933528,Supplier 3,Bangalore,18,736,10,20.07500398,Pending,3.63284329,Sea,Route A,687.2861779,110.90536506409417,0.0,19.0,0,110.90536506409417,"[246, 246, 246, 246, 246, 246, 246, 246, 246, 246, 246, 246]"
skincare,SKU1,14.84352328,95,736,6930.503675,Female,53,37,2,Carrier A,9.716574771,Supplier 3,Mumbai,23,517,30,33.61676895,Pending,4.854068026,Road,Route B,503.0655791,191.83326093250878,0.0,30.0,0,191.83326093250878,"[736, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736]"
haircare,SKU95,77.90392722,65,672,6894.096497,Unknown,15,26,9,Carrier B,8.63033887,Supplier 4,Mumbai,18,450,26,58.89068577,Pending,1.21088213,Air,Route A,778.8642414,183.3030277982336,0.0,14.0,0,183.3030277982336,"[672, 672, 672, 672, 672, 672, 672, 672, 672, 672, 672, 672]"
cosmetics,SKU17,81.46253437,82,126,4254.638656,Female,45,85,9,Carrier C,3.585418958,Supplier 1,Chennai,7,453,16,47.67968037,Fail,0.102020755,Air,Route C,670.9343908,79.37253933193772,0.0,17.0,0,79.37253933193772,"[126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]"
skincare,SKU14,99.17132864,26,562,7700.041963,Non-binary,54,78,5,Carrier B,2.039770189,Supplier 1,Kolkata,25,558,14,5.79143663,Pending,0.100682852,Air,Route B,929.23529,167.6305461424021,0.0,29.0,0,167.6305461424021,"[562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562]"
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968,219.4310825749169,0.0,8.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
skincare,SKU6,4.078332863,48,65,7173.068095,Male,11,58,8,Carrier C,3.880763303,Supplier 3,Kolkata,14,314,24,1.08506857,Pending,1.000910619,Sea,Route A,134.3690969,57.0087712549569,0.0,15.0,0,57.0087712549569,"[65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65]"
skincare,SKU58,59.84156138,81,896,3532.826493,Non-binary,10,44,7,Carrier A,4.938438565,Supplier 3,Delhi,18,396,7,65.04741509,Fail,1.73037472,Road,Route B,110.3643352,211.66010488516724,0.0,5.0,0,211.66010488516724,"[896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896]"
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342,86.60254037844386,0.0,10.0,0,86.60254037844386,"[150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150]"
skincare,SKU11,90.63545998,95,960,6362.357509,Female,46,60,1,Carrier A,4.523943124,Supplier 2,Kolkata,28,362,11,27.59236309,Pending,0.021169821,Air,Route A,126.7230334,219.08902300206645,0.0,23.0,0,219.08902300206645,"[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]"
skincare,SKU58,59.84156138,81,896,3532.826493,Non-binary,10,44,7,Carrier A,4.938438565,Supplier 3,Delhi,18,396,7,65.04741509,Fail,1.73037472,Road,Route B,110.3643352,211.66010488516724,0.0,5.0,0,211.66010488516724,"[896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896]"
haircare,SKU24,4.156308359,32,209,7379.670863,Male,4,2,8,Carrier C,9.741291689,Supplier 2,Bangalore,28,447,3,40.3823597,Pending,3.691310293,Air,Route A,758.7247726,102.22524150130437,0.0,26.0,0,102.22524150130437,"[209, 209, 209, 209, 209, 209, 209, 209, 209, 209, 209, 209]"
cosmetics,SKU28,2.397274706,12,394,5879.552976,Female,48,24,4,Carrier B,9.898140508,Supplier 1,Mumbai,13,171,7,59.42938181,Fail,0.815757079,Air,Route A,123.4370275,140.356688476182,0.0,15.0,0,140.356688476182,"[394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394]"
skincare,SKU52,98.03182966,1,820,8279.092928,Male,64,11,1,Carrier B,8.63105218,Supplier 1,Mumbai,10,727,27,9.166849149,Pending,2.122471619,Air,Route C,602.8984988,202.48456731316588,0.0,11.0,0,202.48456731316588,"[820, 820, 820, 820, 820, 820, 820, 820, 820, 820, 820, 820]"
cosmetics,SKU28,2.397274706,12,394,5879.552976,Female,48,24,4,Carrier B,9.898140508,Supplier 1,Mumbai,13,171,7,59.42938181,Fail,0.815757079,Air,Route A,123.4370275,140.356688476182,0.0,15.0,0,140.356688476182,"[394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394]"
skincare,SKU14,99.17132864,26,562,7700.041963,Non-binary,54,78,5,Carrier B,2.039770189,Supplier 1,Kolkata,25,558,14,5.79143663,Pending,0.100682852,Air,Route B,929.23529,167.6305461424021,0.0,29.0,0,167.6305461424021,"[562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562]"
haircare,SKU51,26.70076097,61,154,8093.564589,Male,100,52,1,Carrier A,4.783000558,Supplier 5,Bangalore,18,673,28,14.19032834,Pending,1.772951172,Road,Route A,694.9823176,87.74964387392122,0.0,4.0,0,87.74964387392122,"[154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154]"
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062,159.84367363145782,0.0,1.0,0,159.84367363145782,"[511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511]"
skincare,SKU86,19.99817694,18,223,2844.17966,Unknown,32,22,6,Carrier B,1.45430531,Supplier 1,Mumbai,4,569,18,74.60897,Pass,2.051512931,Rail,Route A,264.2548898,105.59356040971439,0.0,14.0,0,105.59356040971439,"[223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223, 223]"
skincare,SKU3,61.16334302,68,83,6830.941184,Non-binary,23,59,6,Carrier C,1.729568564,Supplier 5,Kolkata,24,937,18,35.6247414,Fail,4.746648621,Rail,Route A,254.7761592,64.42049363362563,0.0,13.0,0,64.42049363362563,"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]"
haircare,SKU99,68.5178327,17,627,7914.629449,Unknown,55,59,6,Carrier B,1.311023756,Supplier 2,Chennai,29,921,2,38.07289852,Fail,0.346027291,Rail,Route B,210.743009,177.05931209625774,0.0,8.0,0,177.05931209625774,"[627, 627, 627, 627, 627, 627, 627, 627, 627, 627, 627, 627]"
haircare,SKU74,3.170011414,64,904,5820.469247,Female,41,1,5,Carrier A,5.23765465,Supplier 4,Delhi,1,919,9,80.58085216,Fail,0.396612724,Rail,Route A,341.5526568,212.60291625469299,0.0,6.0,0,212.60291625469299,"[904, 904, 904, 904, 904, 904, 904, 904, 904, 904, 904, 904]"
haircare,SKU87,80.41403665,24,79,5137.411828,Male,5,55,10,Carrier A,6.575803798,Supplier 3,Chennai,27,523,17,28.69699682,Fail,3.693737788,Sea,Route B,879.3592177,62.849025449882674,0.0,7.0,0,62.849025449882674,"[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
skincare,SKU47,95.71213588,93,910,6830.977021,Male,4,51,9,Carrier B,8.978750756,Supplier 1,Kolkata,10,964,20,19.71299291,Pending,0.380573587,Rail,Route A,581.6023551,213.3072900770154,0.0,15.0,0,213.3072900770154,"[910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910]"
haircare,SKU81,72.81920693,9,774,5141.191776,Unknown,48,8,5,Carrier B,4.066277502,Supplier 3,Delhi,28,698,1,19.78959294,Pending,2.547547122,Rail,Route B,276.7783359,196.72315572906,0.0,6.0,0,196.72315572906,"[774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774]"
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282,76.48529270389177,0.0,23.0,0,76.48529270389177,"[117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117]"
skincare,SKU15,36.98924493,94,469,4855.168465,Non-binary,9,69,7,Carrier B,2.422039723,Supplier 1,Bangalore,14,580,7,97.12128175,Pass,2.264405761,Sea,Route B,127.8618,153.13392831113555,0.0,8.0,0,153.13392831113555,"[469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469]"
skincare,SKU64,89.63409561,11,134,7736.568919,Female,73,75,6,Carrier C,4.585353468,Supplier 1,Delhi,17,328,6,8.693042426,Fail,0.159486315,Air,Route C,771.2250847,81.8535277187245,0.0,27.0,0,81.8535277187245,"[134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134]"
haircare,SKU79,57.05703122,56,198,6701.193914,Non-binary,31,20,1,Carrier B,6.496325364,Supplier 3,Bangalore,5,228,12,57.87090292,Pending,0.165871627,Air,Route C,351.5042193,99.498743710662,0.0,25.0,0,99.498743710662,"[198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198, 198]"
skincare,SKU40,80.54142417,97,933,5272.187727,Female,90,39,8,Carrier C,7.22959514,Supplier 1,Kolkata,18,793,1,88.1794071,Pending,4.213269431,Road,Route A,529.808724,215.98611066455177,0.0,20.0,0,215.98611066455177,"[933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933]"
haircare,SKU26,97.44694662,9,353,4274.515854,Male,59,48,4,Carrier B,6.507548621,Supplier 2,Bangalore,26,171,4,15.97222976,Pass,2.119319737,Rail,Route A,617.8669165,132.85330255586422,0.0,16.0,0,132.85330255586422,"[353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353, 353]"
haircare,SKU2,11.31968329,34,8,7739.376939,Unknown,1,88,2,Carrier B,8.054479262,Supplier 1,Mumbai,12,971,27,30.68801935,Pending,4.580592619,Air,Route C,141.9202818,20.0,0.0,10.0,0,20.0,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
skincare,SKU58,59.84156138,81,896,3532.826493,Non-binary,10,44,7,Carrier A,4.938438565,Supplier 3,Delhi,18,396,7,65.04741509,Fail,1.73037472,Road,Route B,110.3643352,211.66010488516724,0.0,5.0,0,211.66010488516724,"[896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896]"
haircare,SKU5,1.699976014,87,147,3430.486274,Non-binary,90,66,3,Carrier B,4.444098864,Supplier 4,Bangalore,10,104,17,56.76647556,Fail,2.779193512,Road,Route A,235.4612367,85.73214099741124,0.0,27.0,0,85.73214099741124,"[147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147]"
cosmetics,SKU85,76.96299442,83,25,7244.128523,Female,15,66,2,Carrier C,8.249168705,Supplier 5,Chennai,4,211,2,69.92934552,Fail,1.374429,Road,Route B,842.68683,35.35533905932738,0.0,18.0,0,35.35533905932738,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
skincare,SKU34,37.46759233,96,602,7429.748353,Unknown,1,21,7,Carrier A,1.019487571,Supplier 1,Chennai,4,452,10,10.75427282,Pass,0.646604559,Road,Route B,510.3580004,173.49351572897473,0.0,26.0,0,173.49351572897473,"[602, 602, 602, 602, 602, 602, 602, 602, 602, 602, 602, 602]"
cosmetics,SKU62,72.79635396,89,270,4847.755397,Unknown,86,40,7,Carrier C,7.291701389,Supplier 2,Mumbai,13,751,14,21.04864273,Pass,1.874001404,Sea,Route C,320.8465158,116.1895003862225,0.0,2.0,0,116.1895003862225,"[270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270, 270]"
skincare,SKU66,26.03486977,52,704,6814.761419,Female,13,19,8,Carrier A,2.216142729,Supplier 5,Kolkata,24,867,28,42.08443674,Fail,3.448063288,Road,Route A,393.8433486,187.6166303929372,0.0,17.0,0,187.6166303929372,"[704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704]"
skincare,SKU40,80.54142417,97,933,5272.187727,Female,90,39,8,Carrier C,7.22959514,Supplier 1,Kolkata,18,793,1,88.1794071,Pending,4.213269431,Road,Route A,529.808724,215.98611066455177,0.0,20.0,0,215.98611066455177,"[933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933]"
skincare,SKU60,17.02802792,16,380,7430.406408,Female,41,72,8,Carrier C,4.381368158,Supplier 4,Mumbai,29,929,24,87.21305782,Fail,2.853090617,Rail,Route A,430.169097,137.84048752090223,0.0,27.0,0,137.84048752090223,"[380, 380, 380, 380, 380, 380, 380, 380, 380, 380, 380, 380]"
cosmetics,SKU8,68.71759675,78,150,6886.01173,Female,5,15,7,Carrier C,3.404733857,Supplier 4,Mumbai,13,769,8,11.42302714,Pending,2.709862691,Sea,Route B,505.5571342,86.60254037844386,0.0,10.0,0,86.60254037844386,"[150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150, 150]"
skincare,SKU40,80.54142417,97,933,5272.187727,Female,90,39,8,Carrier C,7.22959514,Supplier 1,Kolkata,18,793,1,88.1794071,Pending,4.213269431,Road,Route A,529.808724,215.98611066455177,0.0,20.0,0,215.98611066455177,"[933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933]"
skincare,SKU37,23.39984475,5,963,3594.377891,Female,25,21,9,Carrier A,1.532655274,Supplier 3,Kolkata,24,867,15,34.34327747,Pending,2.610288085,Sea,Route A,183.932968,219.4310825749169,0.0,8.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
skincare,SKU32,79.20993602,43,781,8086.011975,Unknown,89,64,4,Carrier C,6.599104901,Supplier 3,Kolkata,30,737,7,29.69246715,Pass,1.946036119,Road,Route A,761.1739095,197.61072845369503,0.0,13.0,0,197.61072845369503,"[781, 781, 781, 781, 781, 781, 781, 781, 781, 781, 781, 781]"
haircare,SKU74,3.170011414,64,904,5820.469247,Female,41,1,5,Carrier A,5.23765465,Supplier 4,Delhi,1,919,9,80.58085216,Fail,0.396612724,Rail,Route A,341.5526568,212.60291625469299,0.0,6.0,0,212.60291625469299,"[904, 904, 904, 904, 904, 904, 904, 904, 904, 904, 904, 904]"
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,177.90446874657195,0.0,23.0,0,177.90446874657195,"[633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633]"
skincare,SKU20,96.34107244,22,320,7133.930652,Unknown,27,68,6,Carrier A,8.878334651,Supplier 1,Chennai,29,309,6,65.68625961,Pass,4.231416574,Air,Route B,493.8712153,126.49110640673517,0.0,12.0,0,126.49110640673517,"[320, 320, 320, 320, 320, 320, 320, 320, 320, 320, 320, 320]"
haircare,SKU74,3.170011414,64,904,5820.469247,Female,41,1,5,Carrier A,5.23765465,Supplier 4,Delhi,1,919,9,80.58085216,Fail,0.396612724,Rail,Route A,341.5526568,212.60291625469299,0.0,6.0,0,212.60291625469299,"[904, 904, 904, 904, 904, 904, 904, 904, 904, 904, 904, 904]"
haircare,SKU74,3.170011414,64,904,5820.469247,Female,41,1,5,Carrier A,5.23765465,Supplier 4,Delhi,1,919,9,80.58085216,Fail,0.396612724,Rail,Route A,341.5526568,212.60291625469299,0.0,6.0,0,212.60291625469299,"[904, 904, 904, 904, 904, 904, 904, 904, 904, 904, 904, 904]"
cosmetics,SKU49,78.89791321,19,99,6744.442861,Unknown,97,9,6,Carrier C,2.505621033,Supplier 5,Delhi,28,177,28,14.14781544,Pass,2.825813985,Rail,Route A,336.8901685,70.35623639735144,0.0,24.0,0,70.35623639735144,"[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]"
skincare,SKU11,90.63545998,95,960,6362.357509,Female,46,60,1,Carrier A,4.523943124,Supplier 2,Kolkata,28,362,11,27.59236309,Pending,0.021169821,Air,Route A,126.7230334,219.08902300206645,0.0,23.0,0,219.08902300206645,"[960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960, 960]"
skincare,SKU13,16.16039332,5,249,5084.161318,Male,80,48,9,Carrier A,9.537283061,Supplier 5,Bangalore,23,173,10,97.82905011,Pending,1.63107423,Road,Route B,547.2410052,111.57956802210698,0.0,8.0,0,111.57956802210698,"[249, 249, 249, 249, 249, 249, 249, 249, 249, 249, 249, 249]"
skincare,SKU1,14.84352328,95,736,6930.503675,Female,53,37,2,Carrier A,9.716574771,Supplier 3,Mumbai,23,517,30,33.61676895,Pending,4.854068026,Road,Route B,503.0655791,191.83326093250878,0.0,30.0,0,191.83326093250878,"[736, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736]"
haircare,SKU5,1.699976014,87,147,3430.486274,Non-binary,90,66,3,Carrier B,4.444098864,Supplier 4,Bangalore,10,104,17,56.76647556,Fail,2.779193512,Road,Route A,235.4612367,85.73214099741124,0.0,27.0,0,85.73214099741124,"[147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147, 147]"
cosmetics,SKU88,75.27040698,58,737,8153.513209,Male,60,85,7,Carrier A,3.801253133,Supplier 2,Mumbai,21,953,11,68.18491906,Pending,0.722204402,Sea,Route A,103.916248,191.96353820452467,0.0,18.0,0,191.96353820452467,"[737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737]"
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461,139.82131454109563,0.0,5.0,0,139.82131454109563,"[391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391]"
skincare,SKU6,4.078332863,48,65,7173.068095,Male,11,58,8,Carrier C,3.880763303,Supplier 3,Kolkata,14,314,24,1.08506857,Pending,1.000910619,Sea,Route A,134.3690969,57.0087712549569,0.0,15.0,0,57.0087712549569,"[65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65]"
haircare,SKU25,39.62934399,73,142,3548.412719,Male,82,52,3,Carrier C,2.231073681,Supplier 4,Kolkata,19,934,23,78.28038312,Pending,3.797231217,Road,Route B,458.5359457,84.26149773176358,0.0,11.0,0,84.26149773176358,"[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461,139.82131454109563,0.0,5.0,0,139.82131454109563,"[391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391]"
skincare,SKU60,17.02802792,16,380,7430.406408,Female,41,72,8,Carrier C,4.381368158,Supplier 4,Mumbai,29,929,24,87.21305782,Fail,2.853090617,Rail,Route A,430.169097,137.84048752090223,0.0,27.0,0,137.84048752090223,"[380, 380, 380, 380, 380, 380, 380, 380, 380, 380, 380, 380]"
skincare,SKU66,26.03486977,52,704,6814.761419,Female,13,19,8,Carrier A,2.216142729,Supplier 5,Kolkata,24,867,28,42.08443674,Fail,3.448063288,Road,Route A,393.8433486,187.6166303929372,0.0,17.0,0,187.6166303929372,"[704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704, 704]"
haircare,SKU57,49.26320535,65,227,3752.20514,Unknown,5,51,1,Carrier B,9.160558535,Supplier 2,Delhi,21,588,25,67.77962299,Pending,2.51117483,Rail,Route A,482.1912386,106.53637876331258,0.0,18.0,0,106.53637876331258,"[227, 227, 227, 227, 227, 227, 227, 227, 227, 227, 227, 227]"
skincare,SKU3,61.16334302,68,83,6830.941184,Non-binary,23,59,6,Carrier C,1.729568564,Supplier 5,Kolkata,24,937,18,35.6247414,Fail,4.746648621,Rail,Route A,254.7761592,64.42049363362563,0.0,13.0,0,64.42049363362563,"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]"
skincare,SKU13,16.16039332,5,249,5084.161318,Male,80,48,9,Carrier A,9.537283061,Supplier 5,Bangalore,23,173,10,97.82905011,Pending,1.63107423,Road,Route B,547.2410052,111.57956802210698,0.0,8.0,0,111.57956802210698,"[249, 249, 249, 249, 249, 249, 249, 249, 249, 249, 249, 249]"
skincare,SKU47,95.71213588,93,910,6830.977021,Male,4,51,9,Carrier B,8.978750756,Supplier 1,Kolkata,10,964,20,19.71299291,Pending,0.380573587,Rail,Route A,581.6023551,213.3072900770154,0.0,15.0,0,213.3072900770154,"[910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910, 910]"
haircare,SKU51,26.70076097,61,154,8093.564589,Male,100,52,1,Carrier A,4.783000558,Supplier 5,Bangalore,18,673,28,14.19032834,Pending,1.772951172,Road,Route A,694.9823176,87.74964387392122,0.0,4.0,0,87.74964387392122,"[154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154, 154]"
skincare,SKU40,80.54142417,97,933,5272.187727,Female,90,39,8,Carrier C,7.22959514,Supplier 1,Kolkata,18,793,1,88.1794071,Pending,4.213269431,Road,Route A,529.808724,215.98611066455177,0.0,20.0,0,215.98611066455177,"[933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933, 933]"
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,155.56349186104046,0.0,16.0,0,155.56349186104046,"[484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484]"
skincare,SKU19,51.12387009,100,187,3290.617253,Unknown,48,94,3,Carrier A,4.742635883,Supplier 4,Chennai,20,694,16,82.37332059,Fail,3.646450865,Road,Route C,477.3076311,96.69539802906858,0.0,11.0,0,96.69539802906858,"[187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187]"
skincare,SKU65,33.69771721,72,457,7344.170065,Male,57,54,8,Carrier C,6.580541348,Supplier 5,Kolkata,16,358,21,1.597222743,Fail,4.911095955,Rail,Route C,555.8591037,151.16216457830973,0.0,24.0,0,151.16216457830973,"[457, 457, 457, 457, 457, 457, 457, 457, 457, 457, 457, 457]"
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014,160.15617378046966,0.0,9.0,0,160.15617378046966,"[513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513]"
cosmetics,SKU49,78.89791321,19,99,6744.442861,Unknown,97,9,6,Carrier C,2.505621033,Supplier 5,Delhi,28,177,28,14.14781544,Pass,2.825813985,Rail,Route A,336.8901685,70.35623639735144,0.0,24.0,0,70.35623639735144,"[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]"
skincare,SKU41,99.11329162,35,556,5979.796964,Female,64,38,8,Carrier B,5.773263744,Supplier 4,Chennai,18,892,7,95.33206455,Fail,0.045302262,Sea,Route A,275.5243711,166.73332000533065,0.0,19.0,0,166.73332000533065,"[556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556, 556]"
haircare,SKU55,79.85505834,16,701,3834.395474,Male,97,11,5,Carrier A,5.014364955,Supplier 2,Delhi,27,918,5,30.32354526,Fail,4.548919659,Sea,Route B,323.012928,187.21645226849054,0.0,11.0,0,187.21645226849054,"[701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701]"
